"Stadium","Year","Spectator Count","Duration of Game","Stadium Capacity","Capacity Percentage"
"American Family Field",2021,24819,226,41900,59.23
"American Family Field",2024,41676,160,41900,99.47
"American Family Field",2022,21715,185,41900,51.83
"American Family Field",2024,27294,154,41900,65.14
"American Family Field",2022,27109,180,41900,64.7
"American Family Field",2023,32848,124,41900,78.4
"American Family Field",2022,28100,166,41900,67.06
"American Family Field",2022,21451,200,41900,51.2
"American Family Field",2024,37742,154,41900,90.08
"American Family Field",2022,25204,167,41900,60.15
"American Family Field",2022,35503,171,41900,84.73
"American Family Field",2024,25031,147,41900,59.74
"American Family Field",2022,29341,193,41900,70.03
"American Family Field",2024,30931,182,41900,73.82
"American Family Field",2022,25240,196,41900,60.24
"American Family Field",2022,35964,226,41900,85.83
"American Family Field",2023,31256,161,41900,74.6
"American Family Field",2022,25194,170,41900,60.13
"American Family Field",2022,26319,199,41900,62.81
"American Family Field",2024,33996,185,41900,81.14
"American Family Field",2022,26356,175,41900,62.9
"American Family Field",2023,39216,183,41900,93.59
"American Family Field",2021,11025,187,41900,26.31
"American Family Field",2021,32573,220,41900,77.74
"American Family Field",2024,39298,144,41900,93.79
"American Family Field",2021,12038,162,41900,28.73
"American Family Field",2024,32123,176,41900,76.67
"American Family Field",2022,21186,181,41900,50.56
"American Family Field",2021,28483,225,41900,67.98
"American Family Field",2021,16044,225,41900,38.29
"American Family Field",2021,10666,209,41900,25.46
"American Family Field",2024,41731,175,41900,99.6
"American Family Field",2022,33549,196,41900,80.07
"American Family Field",2022,30686,208,41900,73.24
"American Family Field",2023,23874,173,41900,56.98
"American Family Field",2022,18612,199,41900,44.42
"American Family Field",2024,36865,164,41900,87.98
"American Family Field",2024,28698,134,41900,68.49
"American Family Field",2022,23009,212,41900,54.91
"American Family Field",2024,25093,157,41900,59.89
"American Family Field",2023,35157,187,41900,83.91
"American Family Field",2021,33507,233,41900,79.97
"American Family Field",2023,25847,147,41900,61.69
"American Family Field",2023,31397,165,41900,74.93
"American Family Field",2024,24381,133,41900,58.19
"American Family Field",2022,26874,190,41900,64.14
"American Family Field",2024,24521,124,41900,58.52
"American Family Field",2024,34483,127,41900,82.3
"American Family Field",2022,29062,195,41900,69.36
"American Family Field",2023,37283,134,41900,88.98
"American Family Field",2021,33625,215,41900,80.25
"American Family Field",2022,32285,210,41900,77.05
"American Family Field",2023,19412,137,41900,46.33
"American Family Field",2021,11967,189,41900,28.56
"American Family Field",2022,25413,226,41900,60.65
"American Family Field",2022,29353,170,41900,70.05
"American Family Field",2024,28810,148,41900,68.76
"American Family Field",2021,36887,193,41900,88.04
"American Family Field",2023,36755,146,41900,87.72
"American Family Field",2021,13478,184,41900,32.17
"American Family Field",2021,12130,191,41900,28.95
"American Family Field",2023,38605,155,41900,92.14
"American Family Field",2023,30347,162,41900,72.43
"American Family Field",2021,33439,146,41900,79.81
"American Family Field",2023,35253,181,41900,84.14
"American Family Field",2023,26529,153,41900,63.32
"American Family Field",2021,32135,228,41900,76.69
"American Family Field",2024,32946,166,41900,78.63
"American Family Field",2023,31363,199,41900,74.85
"American Family Field",2022,28596,210,41900,68.25
"American Family Field",2022,27306,241,41900,65.17
"American Family Field",2023,43209,176,41900,103.12
"American Family Field",2021,10620,195,41900,25.35
"American Family Field",2024,30128,161,41900,71.9
"American Family Field",2023,18387,165,41900,43.88
"American Family Field",2024,27924,178,41900,66.64
"American Family Field",2024,26422,156,41900,63.06
"American Family Field",2023,38073,148,41900,90.87
"American Family Field",2021,32034,198,41900,76.45
"American Family Field",2021,16584,195,41900,39.58
"American Family Field",2023,24759,144,41900,59.09
"American Family Field",2024,35522,145,41900,84.78
"American Family Field",2023,25930,158,41900,61.89
"American Family Field",2023,42017,157,41900,100.28
"American Family Field",2021,33250,188,41900,79.36
"American Family Field",2022,21512,164,41900,51.34
"American Family Field",2023,24924,160,41900,59.48
"American Family Field",2021,22955,185,41900,54.79
"American Family Field",2021,13572,231,41900,32.39
"American Family Field",2024,42015,147,41900,100.27
"American Family Field",2023,29185,143,41900,69.65
"American Family Field",2024,18305,187,41900,43.69
"American Family Field",2023,39945,151,41900,95.33
"American Family Field",2021,32714,180,41900,78.08
"American Family Field",2024,36171,170,41900,86.33
"American Family Field",2024,23035,167,41900,54.98
"American Family Field",2023,30970,177,41900,73.91
"American Family Field",2023,25365,167,41900,60.54
"American Family Field",2022,33660,162,41900,80.33
"American Family Field",2022,25880,151,41900,61.77
"American Family Field",2021,12139,288,41900,28.97
"American Family Field",2021,20088,176,41900,47.94
"American Family Field",2022,27084,192,41900,64.64
"American Family Field",2023,37698,152,41900,89.97
"American Family Field",2023,42946,143,41900,102.5
"American Family Field",2021,24423,220,41900,58.29
"American Family Field",2024,29174,154,41900,69.63
"American Family Field",2023,33188,164,41900,79.21
"American Family Field",2023,39124,184,41900,93.37
"American Family Field",2022,39822,183,41900,95.04
"American Family Field",2023,33144,150,41900,79.1
"American Family Field",2021,22948,196,41900,54.77
"American Family Field",2021,23563,210,41900,56.24
"American Family Field",2021,28003,196,41900,66.83
"American Family Field",2022,29471,181,41900,70.34
"American Family Field",2023,36212,189,41900,86.42
"American Family Field",2021,11564,184,41900,27.6
"American Family Field",2022,30644,183,41900,73.14
"American Family Field",2021,31140,261,41900,74.32
"American Family Field",2022,42794,184,41900,102.13
"American Family Field",2024,19532,147,41900,46.62
"American Family Field",2022,21961,190,41900,52.41
"American Family Field",2023,42652,182,41900,101.79
"American Family Field",2022,37263,183,41900,88.93
"American Family Field",2024,31084,179,41900,74.19
"American Family Field",2022,24764,163,41900,59.1
"American Family Field",2024,35295,201,41900,84.24
"American Family Field",2022,35384,194,41900,84.45
"American Family Field",2024,34169,180,41900,81.55
"American Family Field",2021,20140,191,41900,48.07
"American Family Field",2023,34581,167,41900,82.53
"American Family Field",2022,30019,183,41900,71.64
"American Family Field",2023,32519,154,41900,77.61
"American Family Field",2024,33754,154,41900,80.56
"American Family Field",2024,30442,149,41900,72.65
"American Family Field",2021,11772,227,41900,28.1
"American Family Field",2024,40447,161,41900,96.53
"American Family Field",2022,31945,148,41900,76.24
"American Family Field",2022,30208,193,41900,72.1
"American Family Field",2021,36938,258,41900,88.16
"American Family Field",2022,37403,178,41900,89.27
"American Family Field",2024,20027,175,41900,47.8
"American Family Field",2021,11383,166,41900,27.17
"American Family Field",2022,31694,193,41900,75.64
"American Family Field",2023,25586,155,41900,61.06
"American Family Field",2024,30104,151,41900,71.85
"American Family Field",2021,17678,202,41900,42.19
"American Family Field",2024,25573,156,41900,61.03
"American Family Field",2024,42658,141,41900,101.81
"American Family Field",2023,39707,152,41900,94.77
"American Family Field",2023,35173,172,41900,83.95
"American Family Field",2022,33239,194,41900,79.33
"American Family Field",2024,30444,157,41900,72.66
"American Family Field",2023,22847,138,41900,54.53
"American Family Field",2022,35137,163,41900,83.86
"American Family Field",2024,33618,149,41900,80.23
"American Family Field",2022,35784,210,41900,85.4
"American Family Field",2023,26939,182,41900,64.29
"American Family Field",2023,38596,129,41900,92.11
"American Family Field",2021,23917,189,41900,57.08
"American Family Field",2021,32193,227,41900,76.83
"American Family Field",2023,35766,163,41900,85.36
"American Family Field",2023,28459,165,41900,67.92
"American Family Field",2023,22583,161,41900,53.9
"American Family Field",2024,33603,136,41900,80.2
"American Family Field",2021,16344,174,41900,39.01
"American Family Field",2024,30048,161,41900,71.71
"American Family Field",2022,29609,166,41900,70.67
"American Family Field",2023,27701,169,41900,66.11
"American Family Field",2022,42482,185,41900,101.39
"American Family Field",2023,35250,179,41900,84.13
"American Family Field",2024,24076,189,41900,57.46
"American Family Field",2022,40063,227,41900,95.62
"American Family Field",2021,23987,204,41900,57.25
"American Family Field",2023,38164,210,41900,91.08
"American Family Field",2022,32550,181,41900,77.68
"American Family Field",2022,32948,232,41900,78.63
"American Family Field",2024,18396,173,41900,43.9
"American Family Field",2021,13566,186,41900,32.38
"American Family Field",2021,10554,211,41900,25.19
"American Family Field",2022,23122,188,41900,55.18
"American Family Field",2022,30030,166,41900,71.67
"American Family Field",2023,23062,156,41900,55.04
"American Family Field",2022,32967,211,41900,78.68
"American Family Field",2022,41210,176,41900,98.35
"American Family Field",2022,23019,188,41900,54.94
"American Family Field",2021,10749,200,41900,25.65
"American Family Field",2024,30346,156,41900,72.42
"American Family Field",2024,20034,173,41900,47.81
"American Family Field",2022,23001,231,41900,54.89
"American Family Field",2023,33557,150,41900,80.09
"American Family Field",2024,41620,165,41900,99.33
"American Family Field",2021,30192,201,41900,72.06
"American Family Field",2023,24251,155,41900,57.88
"American Family Field",2024,32848,142,41900,78.4
"American Family Field",2022,36465,257,41900,87.03
"American Family Field",2023,24536,166,41900,58.56
"American Family Field",2024,21124,167,41900,50.42
"American Family Field",2021,34155,266,41900,81.52
"American Family Field",2023,24257,147,41900,57.89
"American Family Field",2022,27014,243,41900,64.47
"American Family Field",2021,20117,184,41900,48.01
"American Family Field",2023,24787,134,41900,59.16
"American Family Field",2023,30112,131,41900,71.87
"American Family Field",2022,35914,207,41900,85.71
"American Family Field",2021,12044,164,41900,28.74
"American Family Field",2024,20027,193,41900,47.8
"American Family Field",2021,41686,190,41900,99.49
"American Family Field",2024,36743,140,41900,87.69
"American Family Field",2021,30251,223,41900,72.2
"American Family Field",2024,41659,144,41900,99.42
"American Family Field",2022,40901,184,41900,97.62
"American Family Field",2022,39035,204,41900,93.16
"American Family Field",2021,30475,204,41900,72.73
"American Family Field",2024,33219,153,41900,79.28
"American Family Field",2022,18765,163,41900,44.79
"American Family Field",2022,30561,183,41900,72.94
"American Family Field",2021,33845,248,41900,80.78
"American Family Field",2021,24902,246,41900,59.43
"American Family Field",2022,41981,209,41900,100.19
"American Family Field",2024,37612,214,41900,89.77
"American Family Field",2021,14524,192,41900,34.66
"American Family Field",2023,28262,129,41900,67.45
"American Family Field",2024,32314,191,41900,77.12
"American Family Field",2024,30059,160,41900,71.74
"American Family Field",2024,30920,134,41900,73.79
"American Family Field",2023,39269,153,41900,93.72
"American Family Field",2024,40049,154,41900,95.58
"American Family Field",2023,21792,140,41900,52.01
"American Family Field",2021,27998,189,41900,66.82
"American Family Field",2024,24354,172,41900,58.12
"American Family Field",2021,24715,188,41900,58.99
"American Family Field",2022,22747,149,41900,54.29
"American Family Field",2023,31285,163,41900,74.67
"American Family Field",2021,28291,163,41900,67.52
"American Family Field",2024,25253,157,41900,60.27
"American Family Field",2022,33357,284,41900,79.61
"American Family Field",2023,41133,195,41900,98.17
"American Family Field",2024,38419,131,41900,91.69
"American Family Field",2024,23247,163,41900,55.48
"American Family Field",2022,32696,193,41900,78.03
"American Family Field",2021,30804,211,41900,73.52
"American Family Field",2021,43430,204,41900,103.65
"American Family Field",2022,34615,154,41900,82.61
"American Family Field",2021,20073,192,41900,47.91
"American Family Field",2021,10226,187,41900,24.41
"American Family Field",2022,30259,169,41900,72.22
"American Family Field",2022,28835,211,41900,68.82
"American Family Field",2021,12392,189,41900,29.58
"American Family Field",2021,34213,226,41900,81.65
"American Family Field",2024,17854,187,41900,42.61
"American Family Field",2024,41882,137,41900,99.96
"American Family Field",2021,11209,184,41900,26.75
"American Family Field",2024,42238,153,41900,100.81
"American Family Field",2024,31967,161,41900,76.29
"American Family Field",2021,20654,209,41900,49.29
"American Family Field",2023,29216,172,41900,69.73
"American Family Field",2023,35438,177,41900,84.58
"American Family Field",2024,32810,167,41900,78.31
"American Family Field",2024,26582,145,41900,63.44
"American Family Field",2023,43077,152,41900,102.81
"American Family Field",2022,31053,252,41900,74.11
"American Family Field",2024,28713,168,41900,68.53
"American Family Field",2021,27452,176,41900,65.52
"American Family Field",2024,38639,123,41900,92.22
"American Family Field",2024,20132,151,41900,48.05
"American Family Field",2021,12130,203,41900,28.95
"American Family Field",2023,31865,195,41900,76.05
"American Family Field",2024,30892,135,41900,73.73
"American Family Field",2023,33473,161,41900,79.89
"American Family Field",2021,10598,186,41900,25.29
"American Family Field",2024,20395,151,41900,48.68
"American Family Field",2023,24976,158,41900,59.61
"American Family Field",2024,35040,154,41900,83.63
"American Family Field",2024,36552,163,41900,87.24
"American Family Field",2023,39198,163,41900,93.55
"American Family Field",2021,15261,160,41900,36.42
"Angel Stadium",2021,12043,184,45517,26.46
"Angel Stadium",2021,9169,196,45517,20.14
"Angel Stadium",2021,23207,163,45517,50.99
"Angel Stadium",2021,23561,206,45517,51.76
"Angel Stadium",2024,18748,134,45517,41.19
"Angel Stadium",2022,24929,163,45517,54.77
"Angel Stadium",2022,44537,180,45517,97.85
"Angel Stadium",2021,21597,188,45517,47.45
"Angel Stadium",2022,23849,207,45517,52.4
"Angel Stadium",2021,15294,206,45517,33.6
"Angel Stadium",2021,12833,237,45517,28.19
"Angel Stadium",2023,28179,157,45517,61.91
"Angel Stadium",2022,20480,162,45517,44.99
"Angel Stadium",2024,42703,193,45517,93.82
"Angel Stadium",2023,38454,182,45517,84.48
"Angel Stadium",2023,38850,191,45517,85.35
"Angel Stadium",2023,36980,155,45517,81.24
"Angel Stadium",2021,27150,186,45517,59.65
"Angel Stadium",2023,26976,157,45517,59.27
"Angel Stadium",2022,20294,184,45517,44.59
"Angel Stadium",2024,34894,145,45517,76.66
"Angel Stadium",2022,26587,189,45517,58.41
"Angel Stadium",2024,19557,177,45517,42.97
"Angel Stadium",2023,32333,138,45517,71.03
"Angel Stadium",2023,44703,145,45517,98.21
"Angel Stadium",2022,23791,150,45517,52.27
"Angel Stadium",2022,23979,196,45517,52.68
"Angel Stadium",2024,34253,156,45517,75.25
"Angel Stadium",2022,42719,224,45517,93.85
"Angel Stadium",2021,15151,182,45517,33.29
"Angel Stadium",2021,15154,201,45517,33.29
"Angel Stadium",2022,37480,209,45517,82.34
"Angel Stadium",2024,38917,176,45517,85.5
"Angel Stadium",2024,33947,149,45517,74.58
"Angel Stadium",2022,26041,170,45517,57.21
"Angel Stadium",2024,37618,160,45517,82.65
"Angel Stadium",2021,8152,209,45517,17.91
"Angel Stadium",2022,32968,184,45517,72.43
"Angel Stadium",2022,44728,187,45517,98.27
"Angel Stadium",2023,29960,174,45517,65.82
"Angel Stadium",2024,39370,156,45517,86.5
"Angel Stadium",2022,36139,182,45517,79.4
"Angel Stadium",2022,20002,181,45517,43.94
"Angel Stadium",2022,29395,152,45517,64.58
"Angel Stadium",2022,21973,162,45517,48.27
"Angel Stadium",2024,33755,143,45517,74.16
"Angel Stadium",2024,44485,162,45517,97.73
"Angel Stadium",2022,22950,169,45517,50.42
"Angel Stadium",2024,44714,191,45517,98.24
"Angel Stadium",2023,36016,131,45517,79.13
"Angel Stadium",2021,15071,180,45517,33.11
"Angel Stadium",2022,23573,203,45517,51.79
"Angel Stadium",2022,15594,188,45517,34.26
"Angel Stadium",2021,9527,203,45517,20.93
"Angel Stadium",2021,10474,173,45517,23.01
"Angel Stadium",2021,27121,215,45517,59.58
"Angel Stadium",2023,23814,205,45517,52.32
"Angel Stadium",2021,23434,200,45517,51.48
"Angel Stadium",2021,12544,172,45517,27.56
"Angel Stadium",2022,36408,201,45517,79.99
"Angel Stadium",2024,26015,157,45517,57.15
"Angel Stadium",2024,27340,125,45517,60.07
"Angel Stadium",2023,37240,166,45517,81.82
"Angel Stadium",2024,35145,141,45517,77.21
"Angel Stadium",2024,29126,158,45517,63.99
"Angel Stadium",2021,15316,185,45517,33.65
"Angel Stadium",2024,38217,168,45517,83.96
"Angel Stadium",2023,41641,186,45517,91.48
"Angel Stadium",2022,27803,225,45517,61.08
"Angel Stadium",2022,41984,222,45517,92.24
"Angel Stadium",2021,18918,199,45517,41.56
"Angel Stadium",2022,31293,187,45517,68.75
"Angel Stadium",2023,29167,141,45517,64.08
"Angel Stadium",2024,35061,162,45517,77.03
"Angel Stadium",2024,28483,142,45517,62.58
"Angel Stadium",2023,40309,155,45517,88.56
"Angel Stadium",2022,28595,189,45517,62.82
"Angel Stadium",2022,43555,163,45517,95.69
"Angel Stadium",2022,18826,155,45517,41.36
"Angel Stadium",2023,39405,175,45517,86.57
"Angel Stadium",2024,27016,168,45517,59.35
"Angel Stadium",2023,31974,156,45517,70.25
"Angel Stadium",2024,36102,142,45517,79.32
"Angel Stadium",2023,33803,172,45517,74.26
"Angel Stadium",2021,28927,200,45517,63.55
"Angel Stadium",2021,14624,195,45517,32.13
"Angel Stadium",2023,29018,136,45517,63.75
"Angel Stadium",2022,22920,153,45517,50.35
"Angel Stadium",2023,44741,123,45517,98.3
"Angel Stadium",2023,37701,157,45517,82.83
"Angel Stadium",2024,38955,181,45517,85.58
"Angel Stadium",2022,44723,195,45517,98.26
"Angel Stadium",2022,40042,169,45517,87.97
"Angel Stadium",2024,16600,152,45517,36.47
"Angel Stadium",2024,27335,158,45517,60.05
"Angel Stadium",2021,8840,183,45517,19.42
"Angel Stadium",2023,35318,171,45517,77.59
"Angel Stadium",2022,32472,147,45517,71.34
"Angel Stadium",2023,44472,160,45517,97.7
"Angel Stadium",2023,32582,170,45517,71.58
"Angel Stadium",2023,19557,160,45517,42.97
"Angel Stadium",2022,19518,173,45517,42.88
"Angel Stadium",2022,23096,206,45517,50.74
"Angel Stadium",2022,28557,192,45517,62.74
"Angel Stadium",2021,13428,188,45517,29.5
"Angel Stadium",2021,20001,175,45517,43.94
"Angel Stadium",2023,24524,150,45517,53.88
"Angel Stadium",2023,36064,170,45517,79.23
"Angel Stadium",2022,35538,168,45517,78.08
"Angel Stadium",2022,27515,165,45517,60.45
"Angel Stadium",2021,9714,206,45517,21.34
"Angel Stadium",2023,28554,137,45517,62.73
"Angel Stadium",2022,19374,194,45517,42.56
"Angel Stadium",2021,18631,194,45517,40.93
"Angel Stadium",2022,39313,139,45517,86.37
"Angel Stadium",2023,34209,178,45517,75.16
"Angel Stadium",2024,20271,166,45517,44.54
"Angel Stadium",2021,12396,236,45517,27.23
"Angel Stadium",2023,37523,211,45517,82.44
"Angel Stadium",2021,16365,218,45517,35.95
"Angel Stadium",2022,34005,225,45517,74.71
"Angel Stadium",2021,15274,243,45517,33.56
"Angel Stadium",2023,27309,154,45517,60
"Angel Stadium",2021,23981,171,45517,52.69
"Angel Stadium",2024,28722,149,45517,63.1
"Angel Stadium",2024,37811,166,45517,83.07
"Angel Stadium",2022,43883,191,45517,96.41
"Angel Stadium",2023,37409,168,45517,82.19
"Angel Stadium",2022,28179,163,45517,61.91
"Angel Stadium",2021,22697,141,45517,49.86
"Angel Stadium",2022,29257,176,45517,64.28
"Angel Stadium",2023,17780,142,45517,39.06
"Angel Stadium",2021,9481,182,45517,20.83
"Angel Stadium",2023,37822,156,45517,83.09
"Angel Stadium",2022,21045,197,45517,46.24
"Angel Stadium",2022,23099,142,45517,50.75
"Angel Stadium",2022,27627,236,45517,60.7
"Angel Stadium",2024,39559,170,45517,86.91
"Angel Stadium",2022,44641,185,45517,98.08
"Angel Stadium",2022,29718,167,45517,65.29
"Angel Stadium",2021,19281,182,45517,42.36
"Angel Stadium",2024,31240,157,45517,68.63
"Angel Stadium",2023,20420,158,45517,44.86
"Angel Stadium",2024,25752,156,45517,56.58
"Angel Stadium",2024,26575,147,45517,58.38
"Angel Stadium",2024,25241,158,45517,55.45
"Angel Stadium",2023,35688,174,45517,78.41
"Angel Stadium",2022,30666,182,45517,67.37
"Angel Stadium",2024,36534,139,45517,80.26
"Angel Stadium",2023,44735,153,45517,98.28
"Angel Stadium",2024,34435,174,45517,75.65
"Angel Stadium",2022,34496,208,45517,75.79
"Angel Stadium",2021,22751,196,45517,49.98
"Angel Stadium",2024,39880,166,45517,87.62
"Angel Stadium",2023,24596,189,45517,54.04
"Angel Stadium",2024,44478,185,45517,97.72
"Angel Stadium",2021,14863,258,45517,32.65
"Angel Stadium",2022,16132,179,45517,35.44
"Angel Stadium",2022,20189,254,45517,44.35
"Angel Stadium",2022,35704,221,45517,78.44
"Angel Stadium",2022,15756,215,45517,34.62
"Angel Stadium",2024,44731,160,45517,98.27
"Angel Stadium",2023,27390,146,45517,60.18
"Angel Stadium",2022,44648,181,45517,98.09
"Angel Stadium",2023,31092,211,45517,68.31
"Angel Stadium",2021,10641,211,45517,23.38
"Angel Stadium",2021,13447,241,45517,29.54
"Angel Stadium",2024,41005,166,45517,90.09
"Angel Stadium",2023,33637,174,45517,73.9
"Angel Stadium",2024,28356,142,45517,62.3
"Angel Stadium",2023,26064,149,45517,57.26
"Angel Stadium",2022,32337,206,45517,71.04
"Angel Stadium",2021,28160,172,45517,61.87
"Angel Stadium",2021,22734,212,45517,49.95
"Angel Stadium",2023,34679,211,45517,76.19
"Angel Stadium",2024,41560,188,45517,91.31
"Angel Stadium",2021,10378,185,45517,22.8
"Angel Stadium",2024,26747,150,45517,58.76
"Angel Stadium",2021,18492,195,45517,40.63
"Angel Stadium",2021,10987,179,45517,24.14
"Angel Stadium",2021,19590,188,45517,43.04
"Angel Stadium",2022,19537,182,45517,42.92
"Angel Stadium",2021,18332,188,45517,40.28
"Angel Stadium",2021,11122,167,45517,24.43
"Angel Stadium",2022,41923,148,45517,92.1
"Angel Stadium",2022,25190,188,45517,55.34
"Angel Stadium",2024,36312,161,45517,79.78
"Angel Stadium",2021,36176,215,45517,79.48
"Angel Stadium",2022,31679,175,45517,69.6
"Angel Stadium",2024,24586,143,45517,54.01
"Angel Stadium",2022,43027,226,45517,94.53
"Angel Stadium",2021,9920,115,45517,21.79
"Angel Stadium",2024,31243,168,45517,68.64
"Angel Stadium",2024,23568,164,45517,51.78
"Angel Stadium",2021,16241,157,45517,35.68
"Angel Stadium",2024,30982,154,45517,68.07
"Angel Stadium",2024,37012,161,45517,81.31
"Angel Stadium",2024,26473,167,45517,58.16
"Angel Stadium",2021,22057,189,45517,48.46
"Angel Stadium",2022,41253,195,45517,90.63
"Angel Stadium",2021,22456,201,45517,49.34
"Angel Stadium",2021,16115,233,45517,35.4
"Angel Stadium",2024,43273,134,45517,95.07
"Angel Stadium",2022,36568,253,45517,80.34
"Angel Stadium",2024,20156,173,45517,44.28
"Angel Stadium",2024,26081,156,45517,57.3
"Angel Stadium",2023,42138,161,45517,92.58
"Angel Stadium",2022,28228,176,45517,62.02
"Angel Stadium",2024,25193,158,45517,55.35
"Angel Stadium",2021,28354,173,45517,62.29
"Angel Stadium",2024,21490,175,45517,47.21
"Angel Stadium",2023,22496,196,45517,49.42
"Angel Stadium",2023,34943,158,45517,76.77
"Angel Stadium",2024,36226,143,45517,79.59
"Angel Stadium",2021,25376,162,45517,55.75
"Angel Stadium",2021,16070,192,45517,35.31
"Angel Stadium",2024,25449,163,45517,55.91
"Angel Stadium",2022,39045,192,45517,85.78
"Angel Stadium",2022,22464,189,45517,49.35
"Angel Stadium",2023,29021,176,45517,63.76
"Angel Stadium",2023,34479,182,45517,75.75
"Angel Stadium",2024,36254,151,45517,79.65
"Angel Stadium",2021,38201,226,45517,83.93
"Angel Stadium",2024,23791,151,45517,52.27
"Angel Stadium",2024,23949,168,45517,52.62
"Angel Stadium",2022,42684,179,45517,93.78
"Angel Stadium",2023,26134,145,45517,57.42
"Angel Stadium",2022,22234,178,45517,48.85
"Angel Stadium",2022,27612,201,45517,60.66
"Angel Stadium",2022,32939,155,45517,72.37
"Angel Stadium",2021,9820,169,45517,21.57
"Angel Stadium",2024,29676,139,45517,65.2
"Angel Stadium",2021,3656,163,45517,8.03
"Angel Stadium",2023,27630,171,45517,60.7
"Angel Stadium",2022,32422,204,45517,71.23
"Angel Stadium",2023,36345,168,45517,79.85
"Angel Stadium",2023,34957,167,45517,76.8
"Angel Stadium",2023,38297,200,45517,84.14
"Angel Stadium",2023,26539,152,45517,58.31
"Angel Stadium",2023,28385,160,45517,62.36
"Angel Stadium",2021,9387,178,45517,20.62
"Angel Stadium",2021,28753,170,45517,63.17
"Angel Stadium",2023,21741,183,45517,47.76
"Angel Stadium",2022,22551,154,45517,49.54
"Angel Stadium",2021,22620,183,45517,49.7
"Angel Stadium",2024,22814,174,45517,50.12
"Angel Stadium",2021,20620,291,45517,45.3
"Angel Stadium",2021,40880,187,45517,89.81
"Angel Stadium",2023,25798,133,45517,56.68
"Angel Stadium",2023,29861,165,45517,65.6
"Angel Stadium",2024,31087,170,45517,68.3
"Angel Stadium",2023,39141,174,45517,85.99
"Angel Stadium",2024,27723,138,45517,60.91
"Angel Stadium",2022,19550,194,45517,42.95
"Angel Stadium",2021,9207,200,45517,20.23
"Angel Stadium",2023,27716,165,45517,60.89
"Angel Stadium",2024,35587,161,45517,78.18
"Angel Stadium",2024,44822,138,45517,98.47
"Angel Stadium",2023,25314,125,45517,55.61
"Angel Stadium",2023,44148,160,45517,96.99
"Angel Stadium",2021,23175,182,45517,50.92
"Angel Stadium",2021,21626,243,45517,47.51
"Angel Stadium",2021,14443,143,45517,31.73
"Angel Stadium",2023,25208,161,45517,55.38
"Angel Stadium",2023,28776,188,45517,63.22
"Angel Stadium",2024,27967,167,45517,61.44
"Angel Stadium",2023,26971,167,45517,59.25
"Angel Stadium",2023,41180,209,45517,90.47
"Angel Stadium",2021,19074,202,45517,41.91
"Angel Stadium",2024,23230,150,45517,51.04
"Angel Stadium",2022,29906,193,45517,65.7
"Angel Stadium",2021,15141,162,45517,33.26
"Angel Stadium",2024,36377,170,45517,79.92
"Angel Stadium",2024,32683,137,45517,71.8
"Angel Stadium",2021,29436,190,45517,64.67
"Angel Stadium",2023,26596,153,45517,58.43
"Angel Stadium",2024,34381,136,45517,75.53
"Angel Stadium",2023,41556,136,45517,91.3
"Angel Stadium",2022,31499,201,45517,69.2
"Angel Stadium",2023,32130,162,45517,70.59
"Angel Stadium",2024,39308,148,45517,86.36
"Angel Stadium",2024,22757,215,45517,50
"Angel Stadium",2024,22803,165,45517,50.1
"Angel Stadium",2021,9491,168,45517,20.85
"Angel Stadium",2021,28861,198,45517,63.41
"Angel Stadium",2021,34813,192,45517,76.48
"Angel Stadium",2022,26489,184,45517,58.2
"Angel Stadium",2024,21961,177,45517,48.25
"Angel Stadium",2023,29214,142,45517,64.18
"Angel Stadium",2023,26583,150,45517,58.4
"Angel Stadium",2023,30020,155,45517,65.95
"Angel Stadium",2021,19829,198,45517,43.56
"Angel Stadium",2024,38741,153,45517,85.11
"Angel Stadium",2023,28817,151,45517,63.31
"Angel Stadium",2024,37268,167,45517,81.88
"Angel Stadium",2021,8547,194,45517,18.78
"Angel Stadium",2022,27180,217,45517,59.71
"Angel Stadium",2023,35022,183,45517,76.94
"Angel Stadium",2021,18551,220,45517,40.76
"Angel Stadium",2022,36598,191,45517,80.41
"Angel Stadium",2021,11396,195,45517,25.04
"Angel Stadium",2023,27233,124,45517,59.83
"Angel Stadium",2024,23658,146,45517,51.98
"Angel Stadium",2022,38244,251,45517,84.02
"Angel Stadium",2024,37736,170,45517,82.91
"Angel Stadium",2024,31593,141,45517,69.41
"Angel Stadium",2021,30709,179,45517,67.47
"Angel Stadium",2023,44760,150,45517,98.34
"Angel Stadium",2021,30221,187,45517,66.39
"Angel Stadium",2022,33459,176,45517,73.51
"Angel Stadium",2023,39073,175,45517,85.84
"Angel Stadium",2022,34792,184,45517,76.44
"Angel Stadium",2021,12763,224,45517,28.04
"Angel Stadium",2023,24288,171,45517,53.36
"Angel Stadium",2021,18955,184,45517,41.64
"Angel Stadium",2022,35466,202,45517,77.92
"Angel Stadium",2023,44534,160,45517,97.84
"Angel Stadium",2024,31960,138,45517,70.22
"Angel Stadium",2024,35861,142,45517,78.79
"Angel Stadium",2021,13207,171,45517,29.02
"Angel Stadium",2023,31079,160,45517,68.28
"Angel Stadium",2024,34313,143,45517,75.39
"Angel Stadium",2023,38131,213,45517,83.77
"Angel Stadium",2021,28689,174,45517,63.03
"Angel Stadium",2023,31633,143,45517,69.5
"Busch Stadium",2021,41618,205,44383,93.77
"Busch Stadium",2023,39512,192,44383,89.03
